buoy,month,air_temperature,barometric_pressure,wind_gust,wind_speed,wind_direction,visibility,wind_direction_u,wind_direction_v
B01,2005-03-01,0.23118010752688173,1005.6932419354839,7.7412056451612905,6.295986559139785,205.35650403225807,2650.7776835080645,-0.28728695158013595,0.17796598099935154
B01,2005-04-01,5.911502801120448,1012.459466652661,6.093319327731092,4.969514005602241,171.8200994397759,2479.210825952381,0.040199687556258926,-0.18869742338226386
B01,2005-05-01,7.900263440860215,1014.5111292607527,6.401638440860215,5.204379032258064,148.65137231182797,2566.256106935484,0.16988702556868718,0.16633085332664094
B01,2005-06-01,13.947819444444445,1014.3061235416667,4.843313888888889,4.0226375,157.69400833333333,2478.714341361111,0.027485733680213183,-0.23011966042869197
B01,2005-07-01,17.868454301075268,1014.4795611155914,4.776739247311828,3.979213709677419,184.73647849462367,2636.845280451613,-0.11991196230080413,-0.24079053398338357
B01,2005-08-01,19.04638440860215,1014.9860716419919,4.280799731182796,3.5269180107526883,189.82720698924732,2709.266285195155,-0.1229399882490327,-0.3344925205618159
B01,2005-09-01,16.503708333333332,1016.4762721927374,5.1436875,4.285798611111111,203.4638609179416,2768.473333340307,-0.2688517979262838,-0.23980076463279237
B01,2005-10-01,10.706053908355795,1014.6524678571428,8.237132075471699,6.749140161725068,175.59464555256065,2353.105341467655,-0.11789332631583727,0.20062988343004853
B01,2005-11-01,6.760361111111111,1015.7303344166667,8.158733333333334,6.562773611111111,211.03486666666666,2466.899525777778,-0.34756751771916417,-0.12260005891505917
B01,2005-12-01,0.8607271505376344,1012.8145811962365,8.87701747311828,7.039893817204301,245.99086559139786,2578.8846058064514,-0.5536613771865263,0.17566964977160776
B01,2006-01-01,1.3866922043010752,1013.6106308602151,8.15349193548387,6.540331989247312,202.81032795698925,2426.635124354839,-0.292284663141413,0.11744669291553256
B01,2006-02-01,-1.3190491071428572,1012.176345297619,9.311047619047619,7.367325892857143,227.15550595238096,2588.783083824405,-0.47158099333375425,0.037968467481825606
B01,2006-03-01,1.5135645161290323,1012.2673832661291,7.268981182795699,5.785685483870968,229.11586424731183,2669.2432429166665,-0.3474809532621512,0.19559515279765582
B01,2006-04-01,6.464970297029703,1013.3350027439886,6.010879773691655,4.906743988684583,197.03595615275813,2725.6087525601133,-0.09685673335657946,0.025769301852937288
B01,2006-05-01,9.616680107526882,1011.6260759408602,6.53266129032258,5.425268817204301,140.34650403225805,2279.025490577957,0.08053815374105625,0.04044016228979208
B01,2006-06-01,15.540486111111111,1012.1699931944445,5.405681944444445,4.4707333333333334,167.92285416666667,2471.0217722222224,0.04518489645008258,-0.16090701767628054
B01,2006-07-01,18.129367429340512,1013.0983953432033,4.619187079407806,3.897637954239569,190.5911467025572,2594.809471117093,-0.1153291879896874,-0.5095129903447433
B01,2006-08-01,18.476236559139785,1014.0346389784946,5.099485215053764,4.226456989247311,211.07815725806452,2873.557364435484,-0.24013961508239554,-0.14991068404176375
B01,2006-09-01,15.851286343612335,1014.2285642731277,5.57759295154185,4.647840528634362,195.39407840317182,2703.0748014537444,-0.19560176758057635,-0.2474527581679349
B01,2006-10-01,10.928564516129033,1012.6299801680108,7.8752452956989245,6.42955376344086,208.82942809139786,2665.520644590054,-0.2887267268441316,-0.13947306376702048
B01,2006-11-01,7.983325,1019.1543041875,6.8929326388888885,5.643502083333333,172.75035694444443,2482.5966767777777,-0.11228145947024798,0.06046027478229803
B01,2006-12-01,4.591826819407008,1018.4666573382749,8.6949871967655,7.052799865229111,244.58221495956874,2705.8723276886794,-0.5684900752664899,-0.03611817765387669
B01,2007-01-01,-0.35481115591397844,1014.5590271774194,9.41226814516129,7.4179395161290325,236.366688172043,2564.2118432930106,-0.49899441301482333,0.20038563106095775
B01,2007-02-01,-3.347643601190476,1009.0625346502976,10.256746279761904,8.142290178571429,242.75428125,2742.972322700893,-0.6198114929126919,0.25168147139795677
B01,2007-03-01,1.0720236806495265,1017.424135,9.062464140730718,7.277107577807849,229.04723139377538,2595.9969870933696,-0.4371088992882855,-0.04309575816488261
B01,2007-04-01,4.592353472222222,1010.9211774097222,7.598541666666667,6.176996527777778,174.08549652777776,2767.154710763889,-0.0024109236364932432,-0.01006618637813709
B01,2007-05-01,10.512155913978495,1017.1044886155914,5.54222311827957,4.519846102150538,178.30894690860214,2910.7260091061826,-0.11335053021105344,-0.02903193020748401
B01,2007-06-01,14.69211111111111,1011.9956107852676,5.049275,4.09786875,183.20692633773453,2709.1384379041,-0.157903631466866,-0.029216723435515374
B01,2007-07-01,17.34820564516129,1012.4969465389785,4.359541666666667,3.535630376344086,186.1942264784946,2474.9721320188173,-0.07659416067920488,-0.3315822188500959
B01,2007-08-01,18.145228494623655,1013.4158211223119,4.7037123655913975,3.863613575268817,195.69523924731183,2734.0768792002686,-0.14164524984089966,-0.27877485700993293
B01,2007-09-01,15.860973075106282,1017.542449702409,5.070706660368446,4.199016532829476,204.03140434577233,2739.2851103731696,-0.21607456386575044,-0.15554799049691484
B01,2007-10-01,12.691009632616488,1017.3923382571685,5.917060035842294,4.910887320788531,193.22217249103943,2732.595483462366,-0.15813464067887428,-0.08671515822400465
B01,2007-11-01,5.46701412037037,1016.2361114953703,8.549705555555555,6.877519444444444,203.2574212962963,2747.975359935185,-0.2976947297844027,0.11034440262647507
B01,2007-12-01,-0.0677410394265233,1018.3995502934588,9.147538082437276,7.3426046146953405,209.10265143369176,2770.6154668100357,-0.36342942215140334,0.24340005793337752
B01,2008-01-01,-7.899772209566978e-4,1017.359640403189,8.775948291571755,7.078790501138952,224.47623892938498,2780.561767596811,-0.4047338127727517,0.040579942090210534
B01,2008-02-01,-0.7433596743295019,1014.3635670617816,8.324590038314176,6.693797653256705,212.7966379310345,2739.1878734877873,-0.2916183656061446,0.10465371780360021
B01,2008-03-01,1.0872378698224852,1015.8360183455621,8.39805301775148,6.828090414201183,204.4568475739645,2777.0922796497043,-0.18541167590203755,0.07213500215411378
B01,2008-04-01,6.5478233084461035,1018.7299883061129,5.935223985067662,4.852102473168455,183.38588824078394,2805.040044736351,0.0030842411312878197,-0.126693568017761
B01,2008-05-01,9.994427419354839,1009.4397538463262,5.731353494623656,4.764938172043011,183.01538664874553,2922.6409443525986,-0.05836142310599998,-0.18002537027479695
B01,2008-06-01,15.164752314814814,1011.9874708518519,4.401715277777778,3.6407576388888887,169.3878,2566.3116487256943,-0.02244734793097507,-0.2465906536245612
B01,2008-07-01,18.493174283154122,1012.803975201613,4.54750873655914,3.7793523745519715,186.28831025985664,2685.031122562724,-0.10887101784634251,-0.516506365432179
B01,2008-08-01,18.429807347670252,1012.1556216913083,4.843832437275986,4.018203853046595,185.01883826164874,2844.1645354592292,-0.09300988858439681,-0.09221976538684751
B01,2008-09-01,15.819074074074074,1018.7534209305555,5.035108564814815,4.134404398148148,176.17961689814814,2694.792090875,1.693729703169104e-5,-0.04218505681460662
B01,2008-10-01,10.757387575962188,1018.0884741390952,7.142824217870808,5.848833670943057,190.72764821066846,2881.982483313077,-0.23838496294478223,0.036529882686701654
B01,2008-11-01,5.8022175925925925,1015.8125692222222,8.18277037037037,6.5869738425925926,217.5543361111111,2752.220840550926,-0.31967079623923816,-0.029133475289100295
B01,2008-12-01,2.3859634970707524,1015.0245498693105,9.896091031996395,8.000254619197836,213.39243217665614,2762.311655817936,-0.4339436585264037,0.025065307314983517
B01,2009-01-01,-3.848704933008526,1015.6542870219245,9.258788367844092,7.324654993909866,236.72392265529842,2789.924636595615,-0.5319597196966143,0.1920901398503598
B01,2009-02-01,-0.6331587301587301,1014.4127985292658,8.946602182539683,7.228529513888889,227.79654365079364,2825.0968582911705,-0.41308873913880484,0.08745725591566234
B01,2009-03-01,1.0285364477544572,1020.5339390814714,7.631250507786053,6.206809298126833,187.11559309410967,2762.9263987068384,-0.09443601006496298,0.07819075926805735
B01,2009-04-01,6.19239212962963,1013.5873206435185,6.399781481481481,5.253398611111111,190.62735138888888,2676.492345300926,-0.13856447189451018,-0.16717715814417236
B01,2009-05-01,10.307426747311828,1016.0847331317204,5.71875,4.767962365591398,170.39819130824372,2788.3473720430106,0.004529925584286228,-0.3408111202565035
B01,2009-06-01,13.510439814814815,1010.9671057916667,5.20059050925926,4.340952777777778,130.8045837962963,2654.4929727592594,0.23284771838412952,0.04057292996590106
B01,2009-07-01,16.48347670250896,1012.6107513015234,4.97401747311828,4.154643369175627,172.2297251344086,2575.5490419130824,-0.04838896959318429,-0.24828128911067507
B01,2009-08-01,19.19314964157706,1014.4312381025985,4.6770436827956985,3.889364247311828,186.73858042114696,2756.122510669803,-0.10319931328527741,-0.2871545713963768
B01,2009-09-01,15.69022705544933,1017.8010254469407,6.143376673040153,5.096385994263862,181.05032361376672,2901.50795346163,-0.11582008489075327,-0.05857415340206394
B01,2009-10-01,9.980362455197133,1016.115545078405,7.296365367383513,5.954237903225806,193.14709856630824,2829.4943210528672,-0.1790713749837531,0.1014081783507311
B01,2009-11-01,8.339182175925925,1018.2518875925925,7.322676620370371,6.01714537037037,174.71427986111112,2790.679324502315,-0.12745330871450875,0.2891376082862249
B01,2009-12-01,1.1359760304659499,1014.4677028360215,10.428528001792115,8.31551747311828,230.59623879928316,1375.8997020967743,-0.46784541413512704,0.20732089525177155
B01,2010-01-01,-0.6137107974910394,1010.696776435932,9.37180600358423,7.561373207885305,244.10615748207886,2575.426531275538,-0.46281705471986745,0.3836835673756123
