buoy,date,air_temperature,barometric_pressure,wind_gust,wind_speed,wind_direction,visibility,wind_direction_u,wind_direction_v
E01,2001-07-01,16.518574074074074,NA,4.711340740740741,3.5589518518518517,185.16959033714815,2568.6340306666666,-0.054373083786540544,0.06638146116605499
E01,2001-08-01,17.276532258064517,NA,4.746403225806452,3.6216048387096773,186.62517560702958,2368.439280107527,0.041262173644715947,0.2729821015710776
E01,2001-09-01,15.639675456389453,NA,6.067334685598377,4.576837728194726,204.55995064259633,2782.6817627180526,-0.12029648430437441,-0.02950393943035309
E01,2002-01-01,2.2345493230174083,NA,9.615027027027027,7.132452793834297,218.2240775835395,2639.5034109284334,-0.31406719416853063,-0.16281048398221135
E01,2002-02-01,1.0301541916167665,NA,10.636017964071856,7.854588323353293,210.97487278937126,2718.190236467066,-0.22318912211850575,-0.1209768001388121
E01,2002-03-01,2.356486559139785,NA,9.288424731182795,6.838305107526882,193.0393753448387,2630.2691661021504,-0.1136573010179618,0.009203089723102407
E01,2002-04-01,5.269630617977528,NA,7.987887482419128,5.9461853932584265,185.63205831338482,2611.3381021348314,0.015888861388324276,0.12429187621301457
E01,2002-05-01,8.325918010752687,NA,7.708774193548387,5.740509408602151,180.95961693696236,2521.4175853508063,-0.00625072176305421,-0.2619575232926877
E01,2002-06-01,12.135555555555555,NA,5.824525,4.3294875,170.11694429913888,2488.627314616667,-0.008922001308005743,-0.18778380041444925
E01,2002-07-01,16.4403125,NA,4.977732336956522,3.7795815217391304,188.01268148288042,2547.938140910326,-0.08989405551057987,-0.29711927558662343
E01,2002-08-01,17.58497311827957,NA,4.200092741935483,3.4949032258064516,184.55316371586022,2637.978602938172,-0.05516937061611592,-0.2218017067961768
E01,2002-09-01,15.344625,NA,5.588991666666667,4.660411111111111,187.0540051845139,2607.8943175694444,-0.09084034600796798,-0.23808340921141044
E01,2002-10-01,10.218867028493895,NA,8.249632293080055,6.717622795115332,203.37866860834464,2784.8381548303933,-0.09394643973973538,0.15117375818823528
E01,2002-11-01,5.663984679665738,NA,10.110714484679665,8.1875,210.14209219587744,2621.436966253482,-0.30314597741658417,0.06479205942028031
E01,2002-12-01,1.4968440392347353,NA,10.720964721845318,8.676308005427408,239.07802900791046,2768.3971916824967,-0.4568482476173412,0.23428190538982205
E01,2003-01-01,-4.1075761396559445,NA,10.024689075630253,7.934518207282913,210.43698039215687,2573.877821820728,-0.3047735434795447,0.4999274303648051
E01,2003-02-01,-2.977317722917778,NA,10.803786666666667,8.664026666666667,204.44999107142857,2504.596187331839,-0.21554731801614793,0.4041163109352402
E01,2003-03-01,0.6819623843357558,NA,8.222943313953488,6.607549418604651,210.12158284883722,2476.308366002907,-0.23722844030764884,0.10258941353907021
E01,2003-04-01,2.8712418383843055,NA,6.358823611111111,5.208048611111111,160.326575,2732.7539882083333,0.07233526364523209,0.05057384164029773
E01,2003-05-01,7.149732526881721,NA,4.7735672043010755,3.965867746288799,152.1262604588394,2585.3624408367073,0.12039973651430272,-0.014870104880301422
E01,2003-06-01,11.951472222222222,NA,4.582986111111111,3.7948,169.78295694444444,2352.87443525,-0.006702214677532913,-0.22197892353724177
E01,2003-07-01,16.206559139784947,NA,4.542471774193548,3.802018817204301,189.1971196236559,2135.835414342742,-0.14333191692988326,-0.5195699477382897
E01,2003-08-01,17.545430107526883,NA,4.425405913978494,3.694143817204301,191.37833467741936,2321.785605846774,-0.11603064607110693,-0.2101399556464903
E01,2003-09-01,15.066152777777777,NA,4.504869444444444,3.741123611111111,174.28679722222222,2507.4269781805556,0.0490159443688239,-0.19123004390337778
E01,2003-10-01,10.51542200557103,NA,8.078823119777159,6.587704735376045,210.22658760445682,2600.5678909052926,-0.27429439615905443,-0.0808773325988444
E01,2003-11-01,6.802451388888889,NA,8.936213888888888,7.228983333333334,181.4088361111111,2612.996906008772,-0.09727183117111694,0.059654484835384075
E01,2003-12-01,2.1047432795698926,NA,10.871826612903225,8.78305376344086,213.32527043010754,2725.850268065629,-0.2904215883729572,0.2243799761018983
E01,2004-01-01,-4.084209631728045,NA,9.60070821529745,7.514053824362606,260.6595464589235,2639.2161212781953,-0.37295058805715603,0.507248132895116
E01,2004-02-01,-1.137265804597701,NA,9.361245689655172,7.624370689655172,237.1976591954023,2781.044054195402,-0.35172133301427366,0.3940822394217459
E01,2004-03-01,1.1705551075268816,NA,7.8113440860215055,6.343036290322581,182.5171615591398,2695.104922889785,-0.05035961762421539,-0.042368094673113206
E01,2004-04-01,4.163100558659218,NA,6.933871508379888,5.7175111731843575,178.17630558659218,2514.51557301676,-0.04064882760151051,0.01932346405779892
E01,2004-05-01,8.20597446236559,NA,5.918439516129032,4.915552419354839,177.29937123655915,2433.71828130914,-0.024515562049845098,-0.2765884986598718
E01,2004-06-01,10.864118055555556,NA,5.004434722222222,4.199630555555555,179.09158055555557,2485.9185417638887,-0.08526745066481334,-0.25865587466695944
E01,2004-07-01,13.788682795698925,NA,3.7800040322580646,3.160684139784946,159.2433994623656,1896.3085582540323,0.15919300383739102,-0.27079878085986786
E01,2004-08-01,16.366102150537635,NA,4.725092741935484,3.994942204301075,204.40977983870968,2437.9636605443548,-0.25061874064753775,-0.4140884812229347
E01,2004-09-01,14.389777777777779,NA,5.435422222222222,4.562731944444445,190.5816375,2615.654244647222,-0.13565856590992262,-0.12022882582618183
E01,2004-10-01,10.405572199730095,1014.5078033940397,7.269097165991903,6.0279730094466935,172.8156411605938,2692.5597581578945,0.03323793547111227,0.08623936730333905
