buoy,date,depth,temperature,salinity,sigma_t
M01,2011-01-01,996921e31,9.669313239247312,34.73417624932796,26.800621753360215
M01,2011-02-01,1,4.333108630952381,31.971717369047617,25.34400868824405
M01,2011-02-01,996921e31,9.57204025297619,34.728036379464285,26.812074369791667
M01,2011-03-01,1,4.213027688172043,32.08734417002688,25.4487792452957
M01,2011-03-01,996921e31,9.45020819892473,34.67843378225806,26.79346457123656
M01,2011-04-01,1,5.1069579166666665,31.855844239583334,25.170348311805554
M01,2011-04-01,996921e31,9.322516736111112,34.61607872222222,26.765662133333333
M01,2011-05-01,1,7.447127822580645,29.985659856182796,23.408269142473117
M01,2011-05-01,996921e31,9.092096774193548,34.546351007392474,26.748139815860217
M01,2011-06-01,1,11.6606422614841,31.766079894699647,24.1321849590106
M01,2011-06-01,996921e31,8.674220286085825,34.44805600780234,26.73768545773732
M01,2011-07-01,1,16.433004032258065,31.984384992607527,23.32884511827957
M01,2011-07-01,996921e31,8.585860215053764,34.42509006048387,26.733461400537635
M01,2011-08-01,1,17.159388440860216,31.919881365591397,23.11054216532258
M01,2011-08-01,996921e31,8.543873873873874,34.39629228603604,26.71738461036036
M01,2011-09-01,1,15.212458333333334,32.153906239583335,23.73253523611111
M01,2011-09-01,996921e31,8.480908433734939,34.45763286284289,26.74984689775561
M01,2011-10-01,1,13.421498655913979,32.31852884139785,24.22826032795699
M01,2011-10-01,996921e31,8.291699421965317,34.7516668373494,27.14379315151515
M01,2011-11-01,1,10.350736111111111,32.55080286111111,24.979153574305556
M01,2011-11-01,996921e31,8.359053164556963,33.81276896373057,26.287860033678758
M01,2011-12-01,1,9.435647668393782,32.553345948186525,25.134333823834197
M01,2011-12-01,996921e31,8.184482758620689,33.40922916363636,25.9983576
M01,2012-02-01,1,6.188114215283484,33.0264893253903,25.96986141906327
M01,2012-02-01,996921e31,8.580229885057472,34.42311136453202,26.732771756978654
M01,2012-03-01,1,6.084271505376344,32.93398648118279,25.90939599327957
M01,2012-03-01,996921e31,8.578144611186904,34.41184281582537,26.724278313778992
M01,2012-04-01,1,6.50738025210084,31.893324869047618,25.03206699579832
M01,2012-04-01,996921e31,8.544226289517471,34.3804418985025,26.704913678868554
M01,2012-05-01,1,9.938655913978495,32.078609762096775,24.659380595430108
M01,2012-05-01,996921e31,8.391174603174603,34.34178133492063,26.698118241269842
M01,2012-06-01,1,13.450819444444445,32.17796609861111,24.09822105625
M01,2012-06-01,996921e31,8.348986111111111,34.33799956944444,26.70161107638889
M01,2012-07-01,1,18.7315188172043,32.36424569556451,23.074325696908602
M01,2012-07-01,996921e31,8.867540322580645,34.50923481182796,26.75465688844086
M01,2012-08-01,1,19.68070564516129,32.50616078494624,22.941975845430107
M01,2012-08-01,996921e31,9.264314516129032,34.709005227150534,26.847833811827957
M01,2012-09-01,1,16.43711111111111,32.94641848472222,24.067659952083332
M01,2012-09-01,996921e31,9.26496644295302,34.72522180033557,26.860423496644295
M01,2012-10-01,1,14.105509090909091,33.10205853400674,24.696272615488216
M01,2012-10-01,996921e31,9.386913746630729,34.767473694070084,26.873479411051214
M01,2012-11-01,1,11.789547430555556,33.178147529166665,25.210226170833334
M01,2012-11-01,996921e31,9.010736111111111,34.642822206944444,26.83701927222222
M01,2012-12-01,1,9.707761357526882,33.17501453360215,25.575434330645162
M01,2012-12-01,996921e31,8.939314516129032,34.59392076075269,26.810148103494623
M01,2013-01-01,1,7.413045295698924,32.73514097983871,25.576756864919354
M01,2013-01-01,996921e31,8.947884187082405,34.56936970601336,26.78956962583519
M01,2013-02-01,1,6.276232535885168,32.70925983732057,25.707944964114834
M01,2013-02-01,996921e31,9.046937799043063,34.52206167464115,26.736685157894737
M01,2013-06-01,1,13.439141142857142,32.20153870857143,24.13693056857143
M01,2013-06-01,996921e31,8.412594285714286,34.288680897142854,26.65319285142857
M01,2013-07-01,1,16.13380994623656,32.1860052735215,23.54477776814516
M01,2013-07-01,996921e31,8.760415524193549,34.47882253158602,26.74785830846774
M01,2013-08-01,1,17.162816129032258,32.32687932325269,23.42424939314516
M01,2013-08-01,996921e31,8.832931586021505,34.56685438978494,26.805852773521504
M01,2013-09-01,1,15.296514652777777,32.69620606805555,24.125119959722223
M01,2013-09-01,996921e31,9.227502083333333,34.74578261388889,26.882547899305557
M01,2013-10-01,1,13.618923454301076,32.83520372244624,24.59140380107527
M01,2013-10-01,996921e31,9.013216935483872,34.69117683870968,26.874486635080647
M01,2013-11-01,1,10.353093958333334,33.092707105555554,25.39942215416667
